date,region,category,orders_count,gross_amount,discounts,returns_refund,margin_cost,net_revenue,cancellations
2026-07-07,East,Apparel,169,10140.0,507.0,405.6,5881.2,9227.4,3
2026-07-07,North,Electronics,170,20400.0,1020.0,816.0,11832.0,18564.0,3
2026-07-07,North,Home & Living,204,12240.0,612.0,489.6,7099.2,11138.4,4
2026-07-07,North,EV Accessories,158,13430.0,671.5,537.2,7789.4,12221.3,3
2026-07-07,North,Apparel,199,11940.0,597.0,477.6,6925.2,10865.4,3
2026-07-07,South,Electronics,198,23760.0,1188.0,950.4,13780.8,21621.6,3
2026-07-07,South,Home & Living,209,12540.0,627.0,501.6,7273.2,11411.4,4
2026-07-07,South,EV Accessories,217,18445.0,922.25,737.8,10698.1,16784.95,4
2026-07-07,South,Apparel,182,10920.0,546.0,436.8,6333.6,9937.2,3
2026-07-08,West,Electronics,220,26400.0,1320.0,1056.0,15312.0,24024.0,4
2026-07-08,West,Home & Living,151,9060.0,453.0,362.4,5254.8,8244.6,3
2026-07-08,West,EV Accessories,164,13940.0,697.0,557.6,8085.2,12685.4,3
2026-07-08,West,Apparel,218,13080.0,654.0,523.2,7586.4,11902.8,4
2026-07-08,East,Electronics,184,22080.0,1104.0,883.2,12806.4,20092.8,3
2026-07-08,East,Home & Living,193,11580.0,579.0,463.2,6716.4,10537.8,3
2026-07-08,East,EV Accessories,164,13940.0,697.0,557.6,8085.2,12685.4,3
2026-07-08,East,Apparel,187,11220.0,561.0,448.8,6507.6,10210.2,3
2026-07-08,North,Electronics,205,24600.0,1230.0,984.0,14268.0,22386.0,4
2026-07-08,North,Home & Living,170,10200.0,510.0,408.0,5916.0,9282.0,3
2026-07-08,North,EV Accessories,208,17680.0,884.0,707.2,10254.4,16088.8,4
2026-07-08,North,Apparel,150,9000.0,450.0,360.0,5220.0,8190.0,3
2026-07-08,South,Electronics,183,21960.0,1098.0,878.4,12736.8,19983.6,3
2026-07-08,South,Home & Living,214,12840.0,642.0,513.6,7447.2,11684.4,4
2026-07-08,South,EV Accessories,172,14620.0,731.0,584.8,8479.6,13304.2,3
2026-07-08,South,Apparel,214,12840.0,642.0,513.6,7447.2,11684.4,4
2026-07-09,West,Electronics,163,19560.0,978.0,782.4,11344.8,17799.6,3
2026-07-09,West,Home & Living,188,11280.0,564.0,451.2,6542.4,10264.8,3
2026-07-09,West,EV Accessories,214,18190.0,909.5,727.6,10550.2,16552.9,4
2026-07-09,West,Apparel,175,10500.0,525.0,420.0,6090.0,9555.0,3
2026-07-09,East,Electronics,169,20280.0,1014.0,811.2,11762.4,18454.8,3
2026-07-09,East,Home & Living,197,11820.0,591.0,472.8,6855.6,10756.2,3
2026-07-09,East,EV Accessories,170,14450.0,722.5,578.0,8381.0,13149.5,3
2026-07-09,East,Apparel,219,13140.0,657.0,525.6,7621.2,11957.4,4
2026-07-09,North,Electronics,217,26040.0,1302.0,1041.6,15103.2,23696.4,4
2026-07-09,North,Home & Living,150,9000.0,450.0,360.0,5220.0,8190.0,3
2026-07-09,North,EV Accessories,191,16235.0,811.75,649.4,9416.3,14773.85,3
2026-07-09,North,Apparel,212,12720.0,636.0,508.8,7377.6,11575.2,4
2026-07-09,South,Electronics,152,18240.0,912.0,729.6,10579.2,16598.4,3
2026-07-09,South,Home & Living,164,9840.0,492.0,393.6,5707.2,8954.4,3
2026-07-09,South,EV Accessories,196,16660.0,833.0,666.4,9662.8,15160.6,3
2026-07-09,South,Apparel,189,11340.0,567.0,453.6,6577.2,10319.4,3
2026-07-10,West,Electronics,180,21600.0,1080.0,864.0,12528.0,19656.0,3
2026-07-10,West,Home & Living,157,9420.0,471.0,376.8,5463.6,8572.2,3
2026-07-10,West,EV Accessories,180,15300.0,765.0,612.0,8874.0,13923.0,3
2026-07-10,West,Apparel,160,9600.0,480.0,384.0,5568.0,8736.0,3
2026-07-10,East,Electronics,160,19200.0,960.0,768.0,11136.0,17472.0,3
2026-07-10,East,Home & Living,212,12720.0,636.0,508.8,7377.6,11575.2,4
2026-07-10,East,EV Accessories,158,13430.0,671.5,537.2,7789.4,12221.3,3
2026-07-10,East,Apparel,218,13080.0,654.0,523.2,7586.4,11902.8,4
2026-07-10,North,Electronics,166,19920.0,996.0,796.8,11553.6,18127.2,3
2026-07-10,North,Home & Living,166,9960.0,498.0,398.4,5776.8,9063.6,3
2026-07-10,North,EV Accessories,210,17850.0,892.5,714.0,10353.0,16243.5,4
2026-07-10,North,Apparel,220,13200.0,660.0,528.0,7656.0,12012.0,4
2026-07-10,South,Electronics,171,20520.0,1026.0,820.8,11901.6,18673.2,3
2026-07-10,South,Home & Living,183,10980.0,549.0,439.2,6368.4,9991.8,3
2026-07-10,South,EV Accessories,217,18445.0,922.25,737.8,10698.1,16784.95,4
2026-07-10,South,Apparel,204,12240.0,612.0,489.6,7099.2,11138.4,4
2026-07-11,West,Electronics,150,18000.0,900.0,720.0,10440.0,16380.0,3
2026-07-11,West,Home & Living,186,11160.0,558.0,446.4,6472.8,10155.6,3
2026-07-11,West,EV Accessories,148,12580.0,629.0,503.2,7296.4,11447.8,2
2026-07-11,West,Apparel,160,9600.0,480.0,384.0,5568.0,8736.0,3
2026-07-11,East,Electronics,170,20400.0,1020.0,816.0,11832.0,18564.0,3
2026-07-11,East,Home & Living,167,10020.0,501.0,400.8,5811.6,9118.2,3
2026-07-11,East,EV Accessories,175,14875.0,743.75,595.0,8627.5,13536.25,3
2026-07-11,East,Apparel,183,10980.0,549.0,439.2,6368.4,9991.8,3
2026-07-11,North,Electronics,175,21000.0,1050.0,840.0,12180.0,19110.0,3
2026-07-11,North,Home & Living,140,8400.0,420.0,336.0,4872.0,7644.0,2
2026-07-11,North,EV Accessories,153,13005.0,650.25,520.2,7542.9,11834.55,3
2026-07-11,North,Apparel,151,9060.0,453.0,362.4,5254.8,8244.6,3
2026-07-11,South,Electronics,134,16080.0,804.0,643.2,9326.4,14632.8,2
2026-07-11,South,Home & Living,164,9840.0,492.0,393.6,5707.2,8954.4,3
2026-07-11,South,EV Accessories,129,10965.0,548.25,438.6,6359.7,9978.15,2
2026-07-11,South,Apparel,187,11220.0,561.0,448.8,6507.6,10210.2,3
2026-07-12,West,Electronics,152,18240.0,912.0,729.6,10579.2,16598.4,3
2026-07-12,West,Home & Living,151,9060.0,453.0,362.4,5254.8,8244.6,3
2026-07-12,West,EV Accessories,127,10795.0,539.75,431.8,6261.1,9823.45,2
2026-07-12,West,Apparel,135,8100.0,405.0,324.0,4698.0,7371.0,2
2026-07-12,East,Electronics,133,15960.0,798.0,638.4,9256.8,14523.6,2
2026-07-12,East,Home & Living,152,9120.0,456.0,364.8,5289.6,8299.2,3
2026-07-12,East,EV Accessories,134,11390.0,569.5,455.6,6606.2,10364.9,2
2026-07-12,East,Apparel,130,7800.0,390.0,312.0,4524.0,7098.0,2
2026-07-12,North,Electronics,163,19560.0,978.0,782.4,11344.8,17799.6,3
2026-07-12,North,Home & Living,135,8100.0,405.0,324.0,4698.0,7371.0,2
2026-07-12,North,EV Accessories,182,15470.0,773.5,618.8,8972.6,14077.7,3
2026-07-12,North,Apparel,153,9180.0,459.0,367.2,5324.4,8353.8,3
2026-07-12,South,Electronics,157,18840.0,942.0,753.6,10927.2,17144.4,3
2026-07-12,South,Home & Living,180,10800.0,540.0,432.0,6264.0,9828.0,3
2026-07-12,South,EV Accessories,150,12750.0,637.5,510.0,7395.0,11602.5,3
2026-07-12,South,Apparel,186,11160.0,558.0,446.4,6472.8,10155.6,3
2026-07-13,West,Electronics,166,19920.0,996.0,796.8,11553.6,18127.2,3
2026-07-13,West,Home & Living,210,12600.0,630.0,504.0,7308.0,11466.0,4
2026-07-13,West,EV Accessories,181,15385.0,769.25,615.4,8923.3,14000.35,3
2026-07-13,West,Apparel,210,12600.0,630.0,504.0,7308.0,11466.0,4
2026-07-13,East,Electronics,202,24240.0,1212.0,969.6,14059.2,22058.4,4
2026-07-13,East,Home & Living,174,10440.0,522.0,417.6,6055.2,9500.4,3
2026-07-13,East,EV Accessories,162,13770.0,688.5,550.8,7986.6,12530.7,3
2026-07-13,East,Apparel,162,9720.0,486.0,388.8,5637.6,8845.2,3
2026-07-13,North,Electronics,205,24600.0,1230.0,984.0,14268.0,22386.0,4
2026-07-13,North,Home & Living,195,11700.0,585.0,468.0,6786.0,10647.0,3
2026-07-13,North,EV Accessories,204,17340.0,867.0,693.6,10057.2,15779.4,4
2026-07-13,North,Apparel,202,12120.0,606.0,484.8,7029.6,11029.2,4
2026-07-13,South,Electronics,209,25080.0,1254.0,1003.2,14546.4,22822.8,4
2026-07-13,South,Home & Living,156,9360.0,468.0,374.4,5428.8,8517.6,3
2026-07-13,South,EV Accessories,162,13770.0,688.5,550.8,7986.6,12530.7,3
2026-07-13,South,Apparel,157,9420.0,471.0,376.8,5463.6,8572.2,3
2026-07-14,West,Electronics,201,24120.0,1206.0,964.8,13989.6,21949.2,4
2026-07-14,West,Home & Living,193,11580.0,579.0,463.2,6716.4,10537.8,3
2026-07-14,West,EV Accessories,163,13855.0,692.75,554.2,8035.9,12608.05,3
2026-07-14,West,Apparel,181,10860.0,543.0,434.4,6298.8,9882.6,3
2026-07-14,East,Electronics,174,20880.0,1044.0,835.2,12110.4,19000.8,3
2026-07-14,East,Home & Living,174,10440.0,522.0,417.6,6055.2,9500.4,3
2026-07-14,East,EV Accessories,218,18530.0,926.5,741.2,10747.4,16862.3,4
2026-07-14,East,Apparel,207,12420.0,621.0,496.8,7203.6,11302.2,4
2026-07-14,North,Electronics,167,20040.0,1002.0,801.6,11623.2,18236.4,3
2026-07-14,North,Home & Living,204,12240.0,612.0,489.6,7099.2,11138.4,4
2026-07-14,North,EV Accessories,173,14705.0,735.25,588.2,8528.9,13381.55,3
2026-07-14,North,Apparel,185,11100.0,555.0,444.0,6438.0,10101.0,3
2026-07-14,South,Electronics,209,25080.0,1254.0,1003.2,14546.4,22822.8,4
2026-07-14,South,Home & Living,181,10860.0,543.0,434.4,6298.8,9882.6,3
2026-07-14,South,EV Accessories,159,13515.0,675.75,540.6,7838.7,12298.65,3
2026-07-14,South,Apparel,206,12360.0,618.0,494.4,7168.8,11247.6,4
2026-07-15,West,Electronics,158,18960.0,4171.2,758.4,10996.8,14030.4,28
2026-07-15,West,Home & Living,162,9720.0,486.0,388.8,5637.6,8845.2,3
2026-07-15,West,EV Accessories,156,13260.0,663.0,530.4,7690.8,12066.6,3
2026-07-15,West,Apparel,219,13140.0,657.0,525.6,7621.2,11957.4,4
2026-07-15,East,Electronics,151,18120.0,906.0,724.8,10509.6,16489.2,3
2026-07-15,East,Home & Living,161,9660.0,483.0,386.4,5602.8,8790.6,3
2026-07-15,East,EV Accessories,180,15300.0,765.0,612.0,8874.0,13923.0,3
2026-07-15,East,Apparel,171,10260.0,513.0,410.4,5950.8,9336.6,3
2026-07-15,North,Electronics,202,24240.0,1212.0,969.6,14059.2,22058.4,4
2026-07-15,North,Home & Living,212,12720.0,636.0,508.8,7377.6,11575.2,4
2026-07-15,North,EV Accessories,211,17935.0,896.75,717.4,10402.3,16320.85,4
2026-07-15,North,Apparel,177,10620.0,531.0,424.8,6159.6,9664.2,3
2026-07-15,South,Electronics,201,24120.0,1206.0,964.8,13989.6,21949.2,4
2026-07-15,South,Home & Living,157,9420.0,471.0,376.8,5463.6,8572.2,3
2026-07-15,South,EV Accessories,171,14535.0,726.75,581.4,8430.3,13226.85,3
2026-07-15,South,Apparel,198,11880.0,594.0,475.2,6890.4,10810.8,3
2026-07-16,West,Electronics,150,18000.0,900.0,720.0,10440.0,16380.0,3
2026-07-16,West,Home & Living,199,11940.0,597.0,477.6,6925.2,10865.4,3
2026-07-16,West,EV Accessories,183,15555.0,777.75,622.2,9021.9,14155.05,3
2026-07-16,West,Apparel,208,12480.0,624.0,499.2,7238.4,11356.8,4
2026-07-16,East,Electronics,186,22320.0,1116.0,892.8,12945.6,20311.2,3
2026-07-16,East,Home & Living,204,12240.0,612.0,489.6,7099.2,11138.4,4
2026-07-16,East,EV Accessories,212,18020.0,901.0,720.8,10451.6,16398.2,4
2026-07-16,East,Apparel,169,10140.0,507.0,405.6,5881.2,9227.4,3
2026-07-16,North,Electronics,174,20880.0,1044.0,835.2,12110.4,19000.8,3
2026-07-16,North,Home & Living,187,11220.0,561.0,448.8,6507.6,10210.2,3
2026-07-16,North,EV Accessories,177,15045.0,752.25,601.8,8726.1,13690.95,3
2026-07-16,North,Apparel,157,9420.0,471.0,376.8,5463.6,8572.2,3
2026-07-16,South,Electronics,219,26280.0,1314.0,1051.2,15242.4,23914.8,4
2026-07-16,South,Home & Living,157,9420.0,471.0,376.8,5463.6,8572.2,3
2026-07-16,South,EV Accessories,190,16150.0,807.5,646.0,9367.0,14696.5,3
2026-07-16,South,Apparel,157,9420.0,471.0,376.8,5463.6,8572.2,3
2026-07-17,West,Electronics,156,18720.0,936.0,748.8,10857.6,17035.2,3
2026-07-17,West,Home & Living,211,12660.0,633.0,506.4,7342.8,11520.6,4
2026-07-17,West,EV Accessories,214,18190.0,909.5,727.6,10550.2,16552.9,4
2026-07-17,West,Apparel,217,13020.0,651.0,520.8,7551.6,11848.2,4
2026-07-17,East,Electronics,170,20400.0,1020.0,816.0,11832.0,18564.0,3
2026-07-17,East,Home & Living,157,9420.0,471.0,376.8,5463.6,8572.2,3
2026-07-17,East,EV Accessories,215,18275.0,913.75,731.0,10599.5,16630.25,4
2026-07-17,East,Apparel,160,9600.0,480.0,384.0,5568.0,8736.0,3
2026-07-17,North,Electronics,173,20760.0,1038.0,830.4,12040.8,18891.6,3
2026-07-17,North,Home & Living,158,9480.0,474.0,379.2,5498.4,8626.8,3
2026-07-17,North,EV Accessories,158,13430.0,671.5,537.2,7789.4,12221.3,3
2026-07-17,North,Apparel,180,10800.0,540.0,432.0,6264.0,9828.0,3
2026-07-17,South,Electronics,201,24120.0,1206.0,964.8,13989.6,21949.2,4
2026-07-17,South,Home & Living,165,9900.0,495.0,396.0,5742.0,9009.0,3
2026-07-17,South,EV Accessories,181,15385.0,769.25,615.4,8923.3,14000.35,3
2026-07-17,South,Apparel,155,9300.0,465.0,372.0,5394.0,8463.0,3
2026-07-18,West,Electronics,136,16320.0,816.0,652.8,9465.6,14851.2,2
2026-07-18,West,Home & Living,172,10320.0,516.0,412.8,5985.6,9391.2,3
2026-07-18,West,EV Accessories,183,15555.0,777.75,622.2,9021.9,14155.05,3
2026-07-18,West,Apparel,161,9660.0,483.0,386.4,5602.8,8790.6,3
2026-07-18,East,Electronics,155,18600.0,930.0,744.0,10788.0,16926.0,3
2026-07-18,East,Home & Living,149,8940.0,447.0,357.6,5185.2,8135.4,2
2026-07-18,East,EV Accessories,161,13685.0,684.25,547.4,7937.3,12453.35,3
2026-07-18,East,Apparel,153,9180.0,459.0,367.2,5324.4,8353.8,3
2026-07-18,North,Electronics,155,18600.0,930.0,744.0,10788.0,16926.0,3
2026-07-18,North,Home & Living,170,10200.0,510.0,408.0,5916.0,9282.0,3
2026-07-18,North,EV Accessories,141,11985.0,599.25,479.4,6951.3,10906.35,2
2026-07-18,North,Apparel,159,9540.0,477.0,381.6,5533.2,8681.4,3
2026-07-18,South,Electronics,176,21120.0,1056.0,844.8,12249.6,19219.2,3
2026-07-18,South,Home & Living,161,9660.0,483.0,386.4,5602.8,8790.6,3
2026-07-18,South,EV Accessories,135,11475.0,573.75,459.0,6655.5,10442.25,2
2026-07-18,South,Apparel,128,7680.0,384.0,307.2,4454.4,6988.8,2
2026-07-19,West,Electronics,176,21120.0,1056.0,844.8,12249.6,19219.2,3
2026-07-19,West,Home & Living,137,8220.0,411.0,328.8,4767.6,7480.2,2
2026-07-19,West,EV Accessories,135,11475.0,573.75,459.0,6655.5,10442.25,2
2026-07-19,West,Apparel,185,11100.0,555.0,444.0,6438.0,10101.0,3
2026-07-19,East,Electronics,150,18000.0,900.0,720.0,10440.0,16380.0,3
2026-07-19,East,Home & Living,181,10860.0,543.0,434.4,6298.8,9882.6,3
2026-07-19,East,EV Accessories,155,13175.0,658.75,527.0,7641.5,11989.25,3
2026-07-19,East,Apparel,141,8460.0,423.0,338.4,4906.8,7698.6,2
2026-07-19,North,Electronics,164,19680.0,984.0,787.2,11414.4,17908.8,3
2026-07-19,North,Home & Living,134,8040.0,402.0,321.6,4663.2,7316.4,2
2026-07-19,North,EV Accessories,153,13005.0,650.25,520.2,7542.9,11834.55,3
2026-07-19,North,Apparel,167,10020.0,501.0,400.8,5811.6,9118.2,3
2026-07-19,South,Electronics,158,18960.0,948.0,758.4,10996.8,17253.6,3
2026-07-19,South,Home & Living,144,8640.0,432.0,345.6,5011.2,7862.4,2
2026-07-19,South,EV Accessories,175,14875.0,743.75,595.0,8627.5,13536.25,3
2026-07-19,South,Apparel,186,11160.0,558.0,446.4,6472.8,10155.6,3
2026-07-20,West,Electronics,188,22560.0,1128.0,902.4,13084.8,20529.6,3
2026-07-20,West,Home & Living,217,13020.0,651.0,520.8,7551.6,11848.2,4
2026-07-20,West,EV Accessories,151,12835.0,641.75,513.4,7444.3,11679.85,3
2026-07-20,West,Apparel,220,13200.0,660.0,528.0,7656.0,12012.0,4
2026-07-20,East,Electronics,188,22560.0,1128.0,902.4,13084.8,20529.6,3
2026-07-20,East,Home & Living,163,9780.0,489.0,391.2,5672.4,8899.8,3
2026-07-20,East,EV Accessories,167,14195.0,709.75,567.8,8233.1,12917.45,3
2026-07-20,East,Apparel,183,10980.0,549.0,439.2,6368.4,9991.8,3
2026-07-20,North,Electronics,164,19680.0,984.0,787.2,11414.4,17908.8,3
2026-07-20,North,Home & Living,163,9780.0,489.0,391.2,5672.4,8899.8,3
2026-07-20,North,EV Accessories,220,18700.0,935.0,748.0,10846.0,17017.0,4
2026-07-20,North,Apparel,169,10140.0,507.0,405.6,5881.2,9227.4,3
2026-07-20,South,Electronics,184,22080.0,1104.0,883.2,12806.4,20092.8,3
2026-07-20,South,Home & Living,186,11160.0,558.0,446.4,6472.8,10155.6,3
2026-07-20,South,EV Accessories,176,14960.0,748.0,598.4,8676.8,13613.6,3
2026-07-20,South,Apparel,193,11580.0,579.0,463.2,6716.4,10537.8,3
2026-07-21,West,Electronics,176,21120.0,1056.0,3801.6,12249.6,16262.4,3
2026-07-21,West,Home & Living,183,10980.0,549.0,439.2,6368.4,9991.8,3
2026-07-21,West,EV Accessories,214,18190.0,909.5,727.6,10550.2,16552.9,4
2026-07-21,West,Apparel,212,12720.0,636.0,508.8,7377.6,11575.2,4
2026-07-21,East,Electronics,182,21840.0,1092.0,3931.2,12667.2,16816.8,3
2026-07-21,East,Home & Living,156,9360.0,468.0,374.4,5428.8,8517.6,3
2026-07-21,East,EV Accessories,161,13685.0,684.25,547.4,7937.3,12453.35,3
2026-07-21,East,Apparel,204,12240.0,612.0,489.6,7099.2,11138.4,4
2026-07-21,North,Electronics,185,22200.0,1110.0,3996.0,12876.0,17094.0,3
2026-07-21,North,Home & Living,155,9300.0,465.0,372.0,5394.0,8463.0,3
2026-07-21,North,EV Accessories,150,12750.0,637.5,510.0,7395.0,11602.5,3
